"산업분류","규모별",2020 1/2,2020 1/2,2020 1/2,2020 1/2,2020 1/2,2020 1/2,2020 2/2,2020 2/2,2020 2/2,2020 2/2,2020 2/2,2020 2/2,2021 1/2,2021 1/2,2021 1/2,2021 1/2,2021 1/2,2021 1/2
"산업분류","규모별",상용총근로시간 (시간),상용소정실근로시간 (시간),상용초과근로시간 (시간),상용정액급여 (원),상용초과급여 (원),상용특별급여 (원),상용총근로시간 (시간),상용소정실근로시간 (시간),상용초과근로시간 (시간),상용정액급여 (원),상용초과급여 (원),상용특별급여 (원),상용총근로시간 (시간),상용소정실근로시간 (시간),상용초과근로시간 (시간),상용정액급여 (원),상용초과급여 (원),상용특별급여 (원)
"보건업","5~9인",168.7,164.8,3.9,2456224,58872,65724,173.3,168.5,4.8,2509682,69048,109128,169.1,165.9,3.2,2566053,50137,66131
"보건업","10~29인",166.1,161.9,4.3,2937952,99129,39316,169.5,165.2,4.4,3096200,112638,37878,165.2,161.0,4.2,3159534,109577,91826
"보건업","30~99인",167.8,161.2,6.6,2939512,250163,112462,169.2,162.5,6.8,2948725,259207,118971,167.0,160.1,6.8,3040524,261319,116331
"보건업","100~299인",170.4,160.6,9.8,3966444,319900,164091,172.7,162.9,9.9,4023585,339347,201167,170.5,159.6,11.0,4101853,369231,173703
"보건업","300인이상",164.5,155.3,9.1,3765610,389396,752106,166.8,157.9,8.9,3771561,387888,941254,164.2,155.2,9.0,3852520,396900,762760
"사회복지 서비스업","5~9인",148.9,146.7,2.2,1954001,38377,48119,153.2,150.0,3.2,1973098,57248,53630,147.6,145.3,2.3,1973932,42808,55350
"사회복지 서비스업","10~29인",154.2,150.0,4.2,2085177,77269,66388,157.8,153.1,4.7,2082625,89091,63257,154.1,150.3,3.8,2116207,80403,59595
"사회복지 서비스업","30~99인",164.9,154.8,10.0,2289899,201226,88479,167.3,156.3,10.9,2283142,251356,98926,164.3,153.4,10.9,2344395,227714,97384
"사회복지 서비스업","100~299인",128.7,122.8,5.9,1502939,112820,22297,133.2,127.4,5.8,1530548,111572,41865,130.8,125.2,5.6,1609208,113267,19563
"사회복지 서비스업","300인이상",132.9,115.8,17.1,1222649,299339,64067,134.2,117.3,16.9,1300871,247186,8197,130.8,113.9,16.9,1260847,258615,47061
"창작, 예술 및 여가관련 서비스업","5~9인",157.8,153.7,4.1,2597612,66051,98343,159.8,154.3,5.4,2575481,90235,137517,155.8,150.7,5.1,2546979,78940,84946
"창작, 예술 및 여가관련 서비스업","10~29인",165.3,158.1,7.2,2790527,154527,217847,167.9,160.3,7.6,2850635,158968,303581,166.1,159.4,6.7,2866639,161389,290699
"창작, 예술 및 여가관련 서비스업","30~99인",158.8,154.1,4.8,3273341,99460,347488,162.5,156.5,6.1,3183377,123868,546878,163.7,156.4,7.4,3220455,128236,534717
"창작, 예술 및 여가관련 서비스업","100~299인",152.5,144.7,7.8,3522097,192383,177475,160.2,152.2,8.0,3530851,200425,543261,158.9,151.1,7.8,3525716,155281,183830
"창작, 예술 및 여가관련 서비스업","300인이상",160.2,158.8,1.3,2986138,192458,394864,163.2,161.8,1.4,3105772,224794,736266,162.4,161.0,1.4,3123913,215796,290884
"스포츠 및 오락관련 서비스업","5~9인",141.2,136.5,4.7,2004971,81698,135947,146.2,142.1,4.1,2112632,74294,162049,148.2,142.9,5.3,2388930,96097,121505
"스포츠 및 오락관련 서비스업","10~29인",161.9,152.9,9.0,2600410,187754,171139,162.4,152.7,9.8,2632303,213724,295892,164.3,153.9,10.4,2730857,214889,213173
"스포츠 및 오락관련 서비스업","30~99인",171.0,156.9,14.1,3152307,296895,304425,177.1,162.0,15.2,3158814,318725,296918,172.1,157.7,14.5,3214942,306039,251697
"스포츠 및 오락관련 서비스업","100~299인",155.7,148.1,7.6,3146938,185157,233757,164.4,156.9,7.6,3305862,185995,411973,163.7,156.2,7.6,3515516,204425,251008
"스포츠 및 오락관련 서비스업","300인이상",127.0,113.5,13.5,3280684,325460,749951,129.4,118.7,10.7,3027093,262295,1178278,140.5,126.1,14.4,3567940,309073,426481
"협회 및 단체","5~9인",166.5,166.2,0.2,2310055,4561,171176,167.8,167.6,0.2,2327964,2950,216246,166.9,166.7,0.2,2407990,8774,182279
"협회 및 단체","10~29인",159.3,156.5,2.8,2863254,41581,207701,162.6,159.3,3.3,2909192,49970,286326,160.0,157.1,2.9,2991900,45997,247223
"협회 및 단체","30~99인",161.5,158.9,2.6,3029343,48587,330304,164.5,161.8,2.6,3088891,49821,463532,162.9,160.4,2.5,3207772,49099,378268
"협회 및 단체","100~299인",157.3,154.6,2.7,3930231,65019,587570,165.3,162.0,3.3,4118669,77131,890610,163.9,160.5,3.3,4182700,79131,909132
"협회 및 단체","300인이상",152.6,149.9,2.7,4328712,62848,450536,152.9,150.7,2.2,4344383,52623,786628,151.3,149.2,2.1,4383403,47787,479320
"개인 및 소비용품 수리업","5~9인",171.5,169.2,2.3,2570879,45483,38614,174.4,171.4,3.0,2648964,60003,68230,175.0,171.5,3.6,2773609,66174,44110
"개인 및 소비용품 수리업","10~29인",174.0,165.2,8.8,3016321,187576,177179,176.7,168.0,8.7,3057041,174080,131671,174.5,165.8,8.6,3104176,188961,230419
"개인 및 소비용품 수리업","30~99인",168.4,158.9,9.4,3093248,210758,401971,173.4,163.1,10.4,3071066,229534,366876,171.8,161.9,9.9,3212993,222424,469312
"개인 및 소비용품 수리업","100~299인",160.0,153.7,6.3,3376043,154438,1919170,161.0,154.2,6.8,4108629,165612,2858070,162.7,156.3,6.4,3444574,154570,1930725
"개인 및 소비용품 수리업","300인이상",...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
"기타 개인 서비스업","5~9인",164.2,158.7,5.5,2146631,92875,9862,165.1,158.0,7.1,2277542,127474,19112,162.9,156.1,6.8,2465598,146677,17783
"기타 개인 서비스업","10~29인",169.6,163.1,6.5,2491796,179564,134232,171.7,165.4,6.4,2470578,176438,72194,172.0,164.6,7.4,2486235,210632,89963
"기타 개인 서비스업","30~99인",164.5,155.8,8.7,2518310,174641,47609,170.9,161.1,9.7,2552446,189814,94296,169.8,160.5,9.3,2577150,198965,83548
"기타 개인 서비스업","100~299인",170.0,159.1,10.9,3345705,268634,184477,168.6,160.8,7.8,3160653,205690,215485,164.0,156.4,7.6,3298606,207650,165444
"기타 개인 서비스업","300인이상",...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
